fid,liansai,Lteam,L进,L失,Rteam,R进,R失,time,平均初盘胜,平均即时胜,平均初盘平,平均即时平,平均初盘负,平均即时负,离散初盘胜,离散即时胜,离散初盘平,离散即时平,离散初盘负,离散即时负,初盘胜,初盘平,初盘负,胜,平,负,平均即时大,平均即时盘口,平均即时小,平均初盘大,平均初盘盘口,平均初盘小,最高即时大,最高即时盘口,最高即时小,最高初盘大,最高初盘盘口,最高初盘小,最低即时大,最低即时盘口,最低即时小,最低初盘大,最低初盘盘口,最低初盘小,赛果
1048666,英冠,雷丁,0.87,1.53,卢顿,1.13,0.67,2023-04-20 03:00,3.85,4.97,3.43,3.36,1.91,1.76,99.35,48.68,23.01,19.89,27.11,9.46,0.82,0.96,0.96,0.94,0.94,0.94,0.94,2,1.25,1.01,2.45,0.81,0.05,2.5,0.5,0.91,2.5,0.54,1.45,0.5,7,1.3,2/2.5,0.93,平局
1086498,欧冠,拜仁慕尼黑,2.27,1.27,曼彻斯特城,3,0.6,2023-04-20 03:00,2.56,2.71,3.6,3.85,2.56,2.38,8.86,11.05,21.91,13.97,15.36,9.67,0.91,0.91,1,0.95,0.95,0.95,0.9,3,0.98,0.93,2.98,0.94,0.53,3.5,0.6,0.53,3.5,0.54,1.25,2.5,1.38,1.35,2.5,1.38,平局
1086500,欧冠,国际米兰,0.87,0.6,本菲卡,2.2,0.6,2023-04-20 03:00,2.06,2.12,3.45,3.45,3.54,3.48,8.16,6.52,9.91,7.96,19.15,12.45,0.94,0.94,0.96,0.96,0.95,0.95,1.01,2.5,0.84,0.99,2.47,0.84,0.88,2.5,0.8,0.8,2.5,0.61,1.09,2.5,0.86,1.15,2/2.5,1.1,平局
1048661,英冠,布莱克本,1.2,1.07,考文垂,1.53,0.8,2023-04-20 02:45,2.33,2.41,3.18,3.32,2.99,2.86,12.23,22.88,12.42,12.25,16.61,25.05,0.87,0.93,1,0.94,0.94,0.94,0.9,2.44,0.97,0.92,2.31,0.89,0.3,2.5,0.8,0.82,2.5,0.61,0.99,1.5,2.2,1.15,2/2.5,1.07,平局
1048663,英冠,女王公园巡游者,0.67,2.27,诺维奇,1.27,1.2,2023-04-20 02:45,3.26,3.31,3.3,3.35,2.14,2.14,31.32,18.52,13.39,9.5,17.15,9.74,0.95,0.91,0.92,0.94,0.93,0.94,0.89,2.25,0.97,0.95,2.38,0.86,0.35,2.5,0.67,0.8,2.5,0.67,1.1,1.5,1.95,1.1,2/2.5,1.03,平局
1048664,英冠,斯旺西,1.2,1.47,普雷斯顿,1,1.27,2023-04-20 02:45,2.42,2.12,3.26,3.31,2.85,3.38,114.01,19.96,19.36,14.06,81.64,40,1.07,0.91,0.79,0.93,0.94,0.94,0.92,2.36,0.94,0.98,2.38,0.85,0.33,2.5,0.68,0.83,2.5,0.61,1.11,1.5,2.05,1.15,2/2.5,1.06,主胜
1048665,英冠,沃特福德,1.2,1.27,加的夫城,1,1.67,2023-04-20 02:45,1.82,2.06,3.46,3.21,4.23,3.69,30.53,13.41,45.12,12.69,80.36,29.98,0.89,0.97,0.98,0.94,0.94,0.94,0.88,2.02,1.27,0.95,2.33,0.88,0.05,2.5,0.53,0.8,2.5,0.62,1.37,0.5,6.5,1.15,2/2.5,1.02,客胜
1040232,荷甲,前进之鹰,1,1.67,瓦尔韦克,1.27,1.4,2023-04-20 00:45,2.1,1.93,3.53,3.69,3.19,3.6,36.73,12.75,17.65,16.24,45.78,23.43,0.96,0.95,0.87,0.94,0.93,0.95,0.91,2.86,0.95,0.89,2.63,0.93,0.54,3,0.82,0.7,2.5/3,0.7,1.08,2.5,1.3,1.19,2.5,1.05,主胜
1089225,俄杯,莫斯科中央陆军,1.47,0.67,乌拉尔,1.07,1.07,2023-04-20 00:00,1.65,1.6,3.62,3.65,4.71,5.72,11.98,17.42,21.58,14.11,39.66,48.54,0.89,0.97,0.91,0.93,0.93,0.93,0.98,2.29,0.86,0.91,2.41,0.88,0.7,2.5,0.57,0.67,2.5,0.62,1.35,2,1.19,1.1,2/2.5,1.07,平局
1083164,芬超,赫尔辛基,1.73,1.4,瓦萨,1.53,1,2023-04-19 23:00,1.47,1.43,4.13,4.19,6.36,7.01,37.72,7.21,40.86,22.98,224.68,62.2,0.98,0.88,0.77,0.93,0.92,0.93,0.99,2.47,0.83,0.85,2.52,0.95,0.8,2.5,0.7,0.73,2.5/3,0.73,1.14,2/2.5,1.08,0.98,2.5,1.08,主胜
1083165,芬超,库普斯,0.93,0.87,洪卡,1.27,1.27,2023-04-19 23:00,2.15,2.18,3.14,3.03,3.32,3.43,40.94,17.13,22.64,17.69,47.19,31.17,0.87,0.96,0.95,0.93,0.93,0.93,1.04,2.13,0.84,0.95,2.28,0.87,0.8,2.5,0.5,0.75,2.5,0.5,1.5,2,0.99,1.4,2,1.08,客胜
1089227,俄杯,阿克伦托格里蒂 ,1.47,0.4,莫斯科斯巴达,1.6,1.2,2023-04-19 21:30,5.69,5.87,4.04,4.01,1.5,1.51,107.66,22.67,23.17,18.38,16.73,8.43,0.9,0.93,0.92,0.92,0.92,0.92,0.98,2.51,0.85,0.88,2.5,0.92,0.8,2.5/3,0.63,0.79,2.5,0.81,1.05,2.5,0.92,0.95,2.5,0.99,主胜
1083062,日联杯,浦和红钻,1.33,1.07,湘南海洋,1.73,0.93,2023-04-19 18:30,1.61,2.35,3.84,3.24,5.07,2.86,51.69,30.57,58,12.48,584.05,54.49,0.8,1.01,1.23,0.92,0.92,0.92,0.93,2.39,0.9,0.92,2.5,0.88,0.78,2.5,0.7,0.85,2.5,0.65,1.14,2/2.5,1.07,1.1,2.5,0.95,平局
1083049,日联杯,札幌冈萨多,1.87,1.93,鸟栖沙岩,0.73,1.47,2023-04-19 18:00,1.94,1.75,3.47,3.72,3.53,4.06,59.37,4.47,16.27,17.58,51.59,14.98,1.01,0.88,0.79,0.92,0.92,0.92,0.87,2.86,0.98,0.92,2.58,0.9,0.54,3,0.79,0.58,2.5/3,0.75,1.06,2.5,1.3,1.04,2.5,1.22,主胜
1083050,日联杯,磐田喜悦,1.33,1.4,横滨水手,2.07,1,2023-04-19 18:00,4.58,3.91,3.98,3.91,1.61,1.74,32.96,44.3,15.97,16.26,14.84,11.85,0.86,0.89,0.95,0.92,0.92,0.92,0.89,3.08,0.97,0.84,2.75,0.98,0.5,3.5,0.6,0.59,3,0.75,1.2,2.5,1.5,1.03,2.5,1.2,客胜
1083061,日联杯,川崎前锋,1.47,1.47,清水鼓动,1.33,1.33,2023-04-19 18:00,1.55,1.4,3.99,4.63,5.27,7.14,18.11,81.76,35.41,111.28,265.87,375.06,0.84,1,1.11,0.93,0.93,0.93,0.89,2.84,0.96,0.9,2.63,0.9,0.51,3,0.82,0.75,2.5/3,0.73,1.06,2.5,1.38,1.09,2.5,1.13,主胜
1083073,日联杯,广岛三箭,1.73,0.93,神户胜利船,1.53,1,2023-04-19 18:00,1.97,1.43,3.33,4.38,3.61,6.75,124.95,69.12,25.19,90.11,80.34,289.87,1.08,0.84,0.72,0.93,0.93,0.93,0.78,2.7,1.07,0.92,2.34,0.89,0.55,3,0.8,0.81,2.5,0.67,1.06,2.5,1.29,1.1,2/2.5,1.01,主胜
1083074,日联杯,横滨FC,1.2,2.53,名古屋鲸八,1.4,0.53,2023-04-19 18:00,4.13,3.53,3.24,3.19,1.85,2.06,97.91,81.91,17.72,11.85,26.59,31.91,1.03,0.93,0.86,0.92,0.92,0.92,0.98,2.31,0.85,0.99,2.31,0.83,0.85,2.5,0.6,0.89,2.5,0.6,1.2,2/2.5,0.94,1.2,2/2.5,0.94,客胜
1083085,日联杯,柏太阳神,0.73,1.47,新泻天鹅,1.4,1.07,2023-04-19 18:00,2.45,2.17,3.1,3.15,2.77,3.25,11.06,17.08,13.68,11.73,4.73,34.47,1.04,0.91,0.78,0.92,0.92,0.92,0.87,2.31,0.96,0.92,2.31,0.89,0.8,2.5,0.7,0.81,2.5,0.66,1.05,2/2.5,1.09,1.1,2/2.5,1.01,主胜
1083086,日联杯,福冈黄蜂,1.27,1.07,鹿岛鹿角,1,1.27,2023-04-19 18:00,2.95,3.74,3.08,3.05,2.36,2.03,48.54,24.9,11.26,10.5,75.21,8.83,0.81,0.91,1.02,0.92,0.92,0.92,1.06,2.13,0.82,1.04,2.31,0.79,0.8,2.5,0.5,0.91,2.5,0.55,1.5,2,0.95,1.29,2/2.5,0.91,主胜
1083097,日联杯,大阪樱花,1,1.6,京都不死鸟,1.2,1.47,2023-04-19 18:00,1.86,1.46,3.41,4.2,3.96,6.56,99.94,63.9,25.38,92.96,121.66,277.22,1.03,0.87,0.75,0.93,0.93,0.93,0.88,2.5,0.95,0.94,2.39,0.87,0.77,2.5,0.85,0.79,2.5,0.69,0.94,2.5,1.01,1.09,2/2.5,1.03,客胜
1083098,日联杯,东京FC,1.4,1.33,大阪钢巴,1.53,1.33,2023-04-19 18:00,1.97,2.59,3.35,3.14,3.64,2.64,44.72,23.86,16.29,12.31,336.55,23.78,0.75,0.96,1.21,0.92,0.92,0.92,0.94,2.31,0.89,0.92,2.38,0.89,0.8,2.5,0.61,0.79,2.5,0.73,1.15,2/2.5,0.99,1.09,2/2.5,1.06,主胜
1087762,南俱杯,圣菲独立,1.13,1.2,拉普拉塔体操,0.73,1.6,2023-04-19 10:00,1.93,1.63,3.26,3.61,3.83,5.45,18.09,41.13,8.5,21.16,26.6,117.96,1.1,0.84,0.65,0.93,0.93,0.93,1.01,2.31,0.82,1.01,2.31,0.78,0.9,2.5,0.6,0.89,2.5,0.61,1.25,2/2.5,0.94,1.17,2/2.5,0.9,主胜
1087836,解放者杯,约森独立队,1.07,0.47,蒙得维的亚利物浦,1.4,1.13,2023-04-19 10:00,1.29,1.23,5.03,5.85,9.2,11.59,6.68,6.06,32.81,51.95,53.96,129.07,0.98,0.8,0.74,0.93,0.93,0.93,0.84,2.94,1.01,0.86,2.69,0.93,0.5,3.5,0.53,0.57,2.5/3,0.79,1.33,2.5,1.4,0.98,2.5,1.25,主胜
1087774,南俱杯,巴勒斯坦人,1.67,1.67,艾斯图第安特,1.67,1.53,2023-04-19 08:00,1.44,1.32,4.2,5.03,6.32,8.51,17.82,9.77,24.1,45.08,48.83,97.37,1.02,0.78,0.69,0.93,0.93,0.93,0.78,2.7,1.05,0.86,2.61,0.92,0.6,3,0.66,0.65,2.5/3,0.75,1.04,2.5,1.2,0.96,2.5,1.1,主胜
1087848,解放者杯,博卡青年,1.2,0.87,佩雷拉,1.2,1.4,2023-04-19 08:00,1.29,1.36,5.02,4.57,9.3,8.51,4.49,7.08,47.32,28.92,86.8,77.38,0.9,0.99,0.99,0.93,0.93,0.93,0.93,2.48,0.88,0.84,2.61,0.94,0.7,2.5,0.8,0.61,2.5/3,0.75,1,2/2.5,1,0.95,2.5,1.15,主胜
1087860,解放者杯,巴拉纳竞技,1.87,0.4,米内罗竞技,1.53,0.87,2023-04-19 08:00,2.89,2.69,3.12,3.09,2.42,2.67,45.27,19.91,13.22,14.49,25.11,26.37,1.04,0.93,0.83,0.93,0.93,0.94,1.1,2.3,0.75,1.05,2.31,0.75,0.81,2.5,0.52,0.92,2.5,0.52,1.35,2,1.07,1.35,2/2.5,0.88,主胜
1087872,解放者杯,亚松森奥林匹亚,1.53,1.07,帕特罗纳图,1.13,1,2023-04-19 08:00,1.43,1.61,4.26,3.76,6.7,5.41,11.25,17.3,65.29,28.66,122.5,128.42,0.83,1.06,1.16,0.94,0.93,0.93,0.96,2.44,0.85,0.9,2.58,0.87,0.8,2.5,0.7,0.7,2.5/3,0.7,1.09,2/2.5,1.05,1,2.5,1.05,主胜
1087714,南俱杯,巴甘蒂诺,1.6,0.87,东方石油,1.53,1.6,2023-04-19 06:00,1.15,1.13,6.79,7.91,15.86,17.29,3.68,3.04,48.56,110.67,313.06,295.05,0.95,0.8,0.86,0.93,0.94,0.94,0.79,3.19,1.08,0.92,2.94,0.9,0.4,3.5,0.7,0.55,3.5,0.52,1,2.5,1.8,1.35,2.5,1.3,主胜
1087738,南俱杯,纽维尔老男孩,0.8,0.87,布鲁明,1.2,1.53,2023-04-19 06:00,1.19,1.22,6.13,5.81,13.16,12.38,5.86,5.53,77.1,75.18,428.74,218.91,0.91,0.98,0.99,0.93,0.93,0.93,0.87,2.69,0.95,0.85,2.78,0.96,0.63,2.5/3,0.8,0.53,3,0.76,0.98,2.5,1.13,1,2.5,1.3,主胜
1087800,解放者杯,巴西国际,1.4,0.6,麦罗波利,0.67,0.87,2023-04-19 06:00,1.14,1.12,7.24,8.51,16.05,18.59,7.83,3.48,105.71,120.44,290.23,269.28,0.94,0.86,0.85,0.94,0.94,0.94,0.8,3.2,1.06,0.88,3.06,0.92,0.36,3.5,0.7,0.5,3.5,0.55,1,2.5,1.8,1.3,2.5,1.37,主胜
1087824,解放者杯,弗鲁米嫩塞,2.47,0.67,最强者,2.27,1.13,2023-04-19 06:00,1.17,1.12,6.54,8.39,14.26,17.38,7.03,3.81,65.89,125.95,156.4,233.1,0.97,0.73,0.77,0.94,0.94,0.94,0.84,3.36,1.07,0.89,2.92,0.91,0.33,3.5,0.85,0.6,3.5,0.64,1,2.5,2.25,1.12,2.5,1.2,主胜
1048656,英冠,米尔沃尔,1.13,0.93,伯明翰,1,1.2,2023-04-19 03:00,1.82,1.69,3.42,3.5,4.25,5.3,14.78,9,15.21,12.33,47.81,56.59,0.97,0.93,0.82,0.94,0.94,0.94,0.89,2.03,1.25,0.97,2.31,0.85,0.05,2.5,0.53,0.83,2.5,0.58,1.35,0.5,6.25,1.22,2/2.5,1,客胜
1086502,欧冠,那不勒斯,1.8,0.53,AC米兰,1.07,1.13,2023-04-19 03:00,1.82,1.84,3.43,3.58,4.61,4.5,8.62,6.07,8.01,9.32,17.96,16.44,1,0.88,0.89,0.96,0.96,0.96,0.95,2.31,0.91,0.98,2.22,0.87,0.84,2.5,0.67,0.84,2.5,0.53,1.15,2/2.5,0.99,1.4,2,1.04,平局
1086504,欧冠,切尔西,0.67,1,皇家马德里,2.53,0.87,2023-04-19 03:00,2.68,2.72,3.38,3.53,2.57,2.53,10.84,20.78,8.31,9.77,15.23,15.43,0.89,0.92,1.02,0.96,0.95,0.95,0.86,2.5,0.99,0.96,2.45,0.87,0.71,2.5,0.91,0.79,2.5,0.73,0.91,2.5,1.04,1.09,2/2.5,1.08,客胜
1046762,英甲,布里斯托尔流浪,0.8,1.4,谢菲尔德星期三,1.67,1.2,2023-04-19 02:45,4.03,4.59,3.55,3.75,1.83,1.69,83.99,27.6,21.44,13.76,38.59,5.56,0.86,0.9,0.97,0.93,0.93,0.93,0.83,2.5,0.98,0.89,2.59,0.88,0.74,2.5,0.81,0.75,2.5/3,0.79,0.88,2.5,1.05,1.01,2.5,1.05,客胜
1046763,英甲,伯顿,1.47,1.73,博尔顿,1.73,0.67,2023-04-19 02:45,2.96,3.26,3.3,3.34,2.29,2.12,55.72,20.1,13.03,13.5,51.51,8.95,0.88,0.93,0.97,0.93,0.93,0.93,0.94,2.48,0.87,0.85,2.5,0.92,0.65,2.5,0.73,0.73,2.5,0.85,1.02,2/2.5,0.95,0.91,2.5,1,平局
1046769,英甲,米尔顿凯恩斯,1,1.47,查尔顿,1.4,1.4,2023-04-19 02:45,2.53,2.36,3.23,3.2,2.67,2.95,41.89,10.68,9.3,8.68,39.73,15.29,1,0.94,0.84,0.93,0.93,0.93,0.98,2.33,0.84,0.93,2.5,0.84,0.87,2.5,0.61,0.85,2.5,0.73,1.25,2/2.5,0.96,1,2.5,0.91,客胜
1047332,英乙,瑟顿联,1,0.8,北安普敦,0.87,0.67,2023-04-19 02:45,2.53,2.75,3.04,3.01,2.81,2.64,32.98,31.68,13.64,7.51,47.77,22.89,0.82,0.94,1.02,0.93,0.93,0.93,0.93,2.1,0.92,1,2.23,0.8,0.75,2.5,0.53,0.78,2.5,0.53,1.38,2,1.05,1.38,2,1.02,客胜
1048655,英冠,布莱克浦,1.07,1.8,西布罗姆维奇,1,1.33,2023-04-19 02:45,3.29,3.76,3.4,3.48,2.09,1.94,49.28,27.87,13.43,12.46,26.31,11.33,0.83,0.92,1,0.94,0.94,0.93,0.98,2.45,0.85,0.92,2.5,0.88,0.84,2.5,0.73,0.83,2.5,0.8,1.19,2/2.5,1.04,1.09,2.5,0.95,客胜
1048657,英冠,罗瑟汉姆,1.07,1,伯恩利,1.53,0.73,2023-04-19 02:45,4.75,5.26,3.72,3.64,1.68,1.66,61.24,49.01,22.1,10.21,10.46,7.94,0.89,0.97,0.93,0.94,0.94,0.94,0.95,2.33,0.88,0.92,2.48,0.89,0.86,2.5,0.65,0.83,2.5,0.7,1.1,2/2.5,0.99,1.04,2/2.5,1.05,平局
1048658,英冠,谢菲尔德联,1.53,1,布里斯托尔城,0.87,1.13,2023-04-19 02:45,1.48,1.44,4.19,4.42,6.44,6.94,29.98,8.22,64.29,19.33,370.3,66,0.93,0.94,0.95,0.94,0.94,0.94,0.87,2.56,0.96,0.88,2.52,0.93,0.7,2.5/3,0.75,0.75,2.5/3,0.84,1.17,2.5,1.09,1,2.5,1.05,主胜
1048659,英冠,桑德兰,1.4,1.47,哈德斯菲尔德,1.07,1.67,2023-04-19 02:45,1.76,1.6,3.62,3.8,4.3,5.6,14.79,13.73,15.6,17.65,38.19,83.8,0.99,0.91,0.81,0.94,0.94,0.94,0.95,2.47,0.87,0.92,2.5,0.88,0.74,2.5,0.73,0.85,2.5,0.8,1.04,2/2.5,1.19,0.99,2.5,0.98,平局
1048660,英冠,斯托克城,1.4,0.87,维冈竞技,0.47,1.07,2023-04-19 02:45,1.66,1.6,3.75,3.82,4.84,5.62,23.03,23.26,31.43,22.66,65.92,92.48,1,0.91,0.75,0.94,0.94,0.94,0.92,2.33,0.91,0.92,2.48,0.88,0.81,2.5,0.67,0.85,2.5,0.7,1.16,2/2.5,1.03,1.02,2/2.5,1.05,客胜
1072379,智甲,克里科,1.07,1.67,西班牙联合,1.4,1.13,2023-04-18 08:30,2.19,2.32,3.4,3.37,2.88,2.78,13.19,12.35,15.14,12.21,30.18,11.36,0.87,0.93,0.95,0.92,0.92,0.92,0.84,2.55,1.03,0.84,2.69,0.94,0.22,2.5/3,0.75,0.67,2.5/3,0.84,1.06,1.5,2.6,0.93,2.5,1.1,客胜
1073059,阿甲,图库曼竞技,0.6,1.2,罗萨里奥中央,1.27,1.07,2023-04-18 08:30,2.19,2.25,3.08,3.05,3.32,3.29,8.63,8.94,15.31,11.81,15.79,19.62,0.93,0.93,0.91,0.93,0.93,0.93,0.94,2.06,0.93,0.98,2.13,0.87,0.43,2.5,0.5,0.71,2.5,0.5,1.4,1.5,1.5,1.5,2,1.07,平局
1073064,阿甲,戈多伊克鲁斯,0.8,1.27,拉努斯,1.13,1,2023-04-18 08:30,2.51,2.57,3.04,2.91,2.81,2.92,10.25,10.97,15.03,11.81,8.77,11.68,0.93,0.92,0.92,0.93,0.93,0.93,1.1,2.06,0.78,1.11,2.31,0.73,0.47,2.5,0.44,0.88,2.5,0.52,1.6,1.5,1.4,1.35,2/2.5,0.9,平局
1073060,阿甲,班菲尔德,0.53,1.07,科尔多瓦中央SDE,0.93,1.33,2023-04-18 06:00,1.96,2.15,3.14,3.02,3.96,3.59,19.67,11.38,11.95,12.08,41.74,30.41,0.91,0.91,0.98,0.93,0.93,0.93,0.99,2.06,0.87,1.04,2.19,0.81,0.47,2.5,0.5,0.73,2.5,0.5,1.5,1.5,1.4,1.5,2,1.05,主胜
1073069,阿甲,萨米恩托,0.93,1.13,兵工厂,1.07,1.4,2023-04-18 06:00,1.98,1.98,3.2,3.13,3.82,3.99,6.69,6.97,10.67,11.62,19.53,27.31,0.95,0.94,0.86,0.93,0.93,0.93,0.98,2.08,0.89,1.06,2.3,0.78,0.47,2.5,0.5,0.76,2.5,0.56,1.5,1.5,1.4,1.27,2,1.18,主胜
1073068,阿甲,普拉腾斯,1.13,1.4,科隆竞技,0.87,1.27,2023-04-18 03:30,2.32,2.46,2.95,3.02,3.22,2.96,13.71,14.26,19.57,18.79,29.9,24.51,0.88,0.9,1.01,0.93,0.93,0.93,1.01,2.25,0.85,1.01,2.22,0.83,0.38,2.5,0.57,0.78,2.5,0.53,1.3,1.5,1.7,1.37,2,1.07,平局
1050450,葡超,维萨拉,1.33,1.27,博阿维斯塔,1.27,1.6,2023-04-18 03:15,1.84,1.9,3.44,3.4,4.09,4.06,7.1,12.78,8.81,7.94,38.31,40.68,0.92,0.94,0.92,0.94,0.94,0.94,0.98,2.33,0.85,0.96,2.42,0.84,0.91,2.5,0.61,0.72,2.5,0.7,1.2,2/2.5,0.93,1.08,2/2.5,1.07,平局
1039391,英超,利兹联,1.4,1.73,利物浦,1.33,1.2,2023-04-18 03:00,4.14,4.47,4.07,4.28,1.75,1.69,13.93,13.12,18.66,9.44,6.29,5.38,0.87,0.9,1,0.95,0.96,0.95,0.95,3.14,0.95,0.94,2.94,0.92,0.5,3.5,0.65,0.57,3.5,0.58,1.15,2.5,1.5,1.22,2.5,1.35,客胜
1043669,西甲,维戈塞尔塔,1.53,0.93,马洛卡,0.8,1.07,2023-04-18 03:00,1.88,1.79,3.23,3.3,4.55,5.25,7.29,4.32,7.83,6.89,44.1,26.82,0.99,0.93,0.84,0.95,0.95,0.95,1.09,2.06,0.82,1.03,2.06,0.85,0.53,2.5,0.44,0.46,2.5,0.44,1.63,1.5,1.45,1.55,1.5,1.5,客胜
1044512,意甲,佛罗伦萨,2,0.67,亚特兰大,1.87,1.33,2023-04-18 02:45,2.3,2.33,3.46,3.43,2.95,3.05,6.83,7.05,13.69,8.66,8.63,12.11,0.92,0.97,0.94,0.95,0.95,0.95,0.84,2.5,1.01,0.85,2.5,0.96,0.68,2.5,0.91,0.76,2.5,0.85,0.9,2.5,1.05,0.91,2.5,1.05,平局
1052975,法乙,格勒诺布尔,1.13,0.8,圣埃蒂安,1.67,1.13,2023-04-18 02:45,3.13,3.29,3.1,3.27,2.27,2.16,50.89,18.45,13.2,10.17,50.97,7.77,0.87,0.9,0.98,0.93,0.93,0.93,0.92,2.38,0.9,1.03,2.31,0.78,0.8,2.5,0.7,0.86,2.5,0.57,1.08,2/2.5,1.07,1.3,2/2.5,0.93,客胜
1040800,荷乙,阿贾克斯青年队,1.8,2.07,埃因霍温青年队,2.13,1.47,2023-04-18 02:00,1.99,1.84,3.63,3.98,3.18,3.48,5.87,10.02,18.01,23.34,17.2,21.83,0.92,0.9,0.92,0.92,0.92,0.92,0.8,3.3,1.12,0.89,3.14,0.91,0.3,3.5,0.65,0.44,3.5,0.6,0.97,2.5,2,1.1,2.5,1.55,主胜
1040801,荷乙,阿克马尔青年队,1.47,1.93,乌德勒支青年队,1.07,1.73,2023-04-18 02:00,1.91,1.61,3.62,4.09,3.44,4.7,12.48,28.47,12.37,29.62,37.89,84.26,0.95,0.9,0.87,0.93,0.93,0.93,0.87,3.03,0.97,0.84,2.83,0.94,0.5,3.5,0.55,0.57,3,0.72,1.2,2.5,1.45,1.07,2.5,1.25,主胜
1087333,罗甲,布加勒斯特星,1.4,1.27,法鲁尔,1.27,1.2,2023-04-18 01:30,1.99,1.93,3.25,3.42,3.5,3.59,27.1,8.24,13.85,13.82,43.35,38.82,0.9,0.89,0.96,0.92,0.92,0.92,0.92,2.5,0.89,0.85,2.3,0.93,0.8,2.5,0.8,0.76,2.5,0.7,0.98,2.5,0.94,1.05,2/2.5,1.02,主胜
1073899,瑞典超,IFK哥德堡,1.13,2.07,马尔默,1.47,1.07,2023-04-18 01:10,4.08,4.5,3.57,3.66,1.8,1.73,24.4,23.63,14.87,14.06,10.78,9.1,0.85,0.92,0.96,0.93,0.93,0.93,0.82,2.5,1.01,0.9,2.52,0.91,0.69,2.5,0.86,0.81,2.5/3,0.81,0.86,2.5,1.06,0.95,2.5,0.99,客胜
1038456,波甲,史塔麦列克,0.73,0.87,莱格尼卡,1.13,1.33,2023-04-18 01:00,2.13,2.11,3.19,3.24,3.28,3.36,11.33,9.51,11.2,11.77,16.44,23.03,0.97,0.9,0.86,0.93,0.92,0.92,1,2.3,0.84,1.03,2.3,0.81,0.91,2.5,0.6,0.9,2.5,0.57,1.2,2/2.5,0.94,1.25,2/2.5,0.96,平局
1073898,瑞典超,瓦尔贝里,1.27,2.13,天狼星,1.6,1.2,2023-04-18 01:00,2.53,3.38,3.29,3.21,2.62,2.15,28.84,47.52,17.09,13.31,54.83,21.94,0.84,0.93,1.01,0.95,0.93,0.93,1,2.31,0.84,0.91,2.5,0.89,0.85,2.5,0.61,0.81,2.5,0.8,1.2,2/2.5,0.94,0.99,2.5,0.95,平局
1084049,瑞典甲,特雷勒堡,1.27,1.73,奥尔格里特,1.53,1.27,2023-04-18 01:00,2.1,2.24,3.38,3.21,3.18,3.07,16.26,6.72,9.98,10.02,55.77,17.76,0.85,0.94,1.01,0.91,0.95,0.91,0.9,2.32,0.93,0.86,2.57,0.95,0.82,2.5,0.7,0.73,2.5/3,0.78,1.12,2/2.5,1.03,1.04,2.5,1.06,主胜
1087363,罗甲,阿吉斯,0.4,1.33,辛迪泰哥维斯特,0.87,1.6,2023-04-17 22:30,2.93,3.29,2.86,2.87,2.47,2.27,25.19,22.34,8.8,8.23,41.96,15.24,0.81,0.9,1.02,0.91,0.91,0.92,1.08,2,0.81,1.04,2.04,0.8,0.5,2.5,0.44,0.5,2.5,0.44,1.65,1.5,1.3,1.63,1.5,1.3,主胜
1071881,墨西联,蒙特雷,1.87,0.8,桑托斯拉古纳,1.27,2.07,2023-04-17 09:05,1.57,1.48,3.92,4.48,5.12,5.58,10.39,7.77,23.02,22.93,21.88,36.55,0.98,0.83,0.85,0.93,0.93,0.93,0.86,3.03,1,0.91,2.67,0.9,0.5,3.5,0.6,0.6,3.5,0.54,1.2,2.5,1.5,1.3,2.5,1.2,客胜
1072383,智甲,尤尼昂,1.53,1,希金斯,1.33,1.2,2023-04-17 08:30,2.17,2.26,3.27,3.25,3.02,2.97,26.9,13.51,15.27,13.16,39.71,11.63,0.88,0.93,0.94,0.92,0.92,0.92,0.91,2.44,0.95,0.91,2.5,0.87,0.27,2.5,0.73,0.83,2.5,0.74,1,1.5,2.2,1,2.5,0.93,客胜
1073070,阿甲,塔勒雷斯,1.47,0.93,圣洛伦索,1.2,0.4,2023-04-17 08:30,1.99,2.04,3.09,3,3.91,3.97,10.55,14.64,11.63,11.3,30.18,30.19,0.92,0.95,0.9,0.93,0.93,0.93,1,1.91,0.88,1.06,2.19,0.78,0.55,2.5,0.4,0.85,2.5,0.46,1.65,1.5,1.2,1.5,2,1,平局
1073067,阿甲,纽维尔老男孩,0.93,0.8,河床,2.13,0.73,2023-04-17 06:00,3.71,3.86,3.17,3.14,2.01,2.01,44.44,37.14,18.26,11.68,18.25,12.49,0.92,0.93,0.92,0.93,0.93,0.93,0.9,2.09,0.97,1.01,2.31,0.82,0.4,2.5,0.53,0.82,2.5,0.57,1.38,1.5,1.6,1.25,2/2.5,1.01,客胜
1073367,美职联,洛杉矶银河,1.33,1.53,洛杉矶FC,2.13,0.73,2023-04-17 04:30,2.75,3.06,3.45,3.61,2.35,2.14,17.5,14.51,17.05,15.6,15.07,12.13,0.81,0.9,1.04,0.94,0.93,0.93,0.83,2.88,1.03,0.83,2.78,1,0.52,3,0.8,0.55,3,0.74,0.95,2.5,1.35,1.06,2.5,1.29,客胜
1050449,葡超,里斯本竞技,2.07,0.8,阿罗卡,1.13,0.93,2023-04-17 03:30,1.2,1.22,6.13,6.06,12.59,11.96,5.02,5.04,49.88,31.63,140.25,117.7,0.93,0.91,0.98,0.94,0.94,0.94,0.95,2.97,0.91,0.88,2.88,0.96,0.53,3.5,0.54,0.51,3,0.77,1.3,2.5,1.35,1.04,2.5,1.38,平局
