fid,liansai,Lteam,L进,L失,Rteam,R进,R失,time,平均初盘胜,平均即时胜,平均初盘平,平均即时平,平均初盘负,平均即时负,离散初盘胜,离散即时胜,离散初盘平,离散即时平,离散初盘负,离散即时负,初盘胜,初盘平,初盘负,胜,平,负,平均即时大,平均即时盘口,平均即时小,平均初盘大,平均初盘盘口,平均初盘小,最高即时大,最高即时盘口,最高即时小,最高初盘大,最高初盘盘口,最高初盘小,最低即时大,最低即时盘口,最低即时小,最低初盘大,最低初盘盘口,最低初盘小,赛果
1086478,友谊赛,澳大利亚,1.2,0.93,厄瓜多尔,0.93,0.67,2023-03-24 17:00,2.65,2.82,3.07,3.03,2.61,2.56,6.59,13.37,7.86,8.26,6.69,8.39,0.93,0.93,0.91,0.93,0.93,0.93,0.91,2.11,0.95,0.98,2.31,0.82,0.43,2.5,0.53,0.85,2.5,0.58,1.3,1.5,1.5,1.22,2/2.5,0.93,主胜
1086258,欧洲杯,意大利,1.2,1.33,英格兰,2.47,1,2023-03-24 03:45,2.62,2.89,3.18,3.07,2.63,2.61,13.04,18.06,14.66,11.43,12.65,8.86,0.87,0.96,0.96,0.95,0.95,0.95,1.08,2.11,0.8,0.96,2.3,0.83,0.8,2.5,0.45,0.81,2.5,0.52,1.55,2,0.92,1.35,2/2.5,0.93,客胜
1086359,欧洲杯,丹麦,1.53,1,芬兰,1.07,1.13,2023-03-24 03:45,1.31,1.35,4.72,4.66,9.8,9.8,4.31,4.61,18.01,21.17,96.32,88.63,0.95,0.9,0.83,0.95,0.95,0.95,0.91,2.32,0.93,0.87,2.36,0.91,0.81,2.5,0.67,0.74,2.5,0.7,1.1,2/2.5,1.05,1.05,2/2.5,1.06,主胜
1086360,欧洲杯,圣马力诺,0.2,3.2,北爱尔兰,1.13,1.13,2023-03-24 03:45,37.91,39.98,11.06,11.66,1.05,1.06,469.46,807.57,133.29,143.01,1.5,1.08,0.8,0.88,0.95,0.95,0.94,0.95,0.91,3.23,0.91,0.85,3.23,0.95,0.44,3.5,0.68,0.4,3.5,0.68,1.05,2.5,1.6,1.05,2.5,1.7,客胜
1086418,欧洲杯,葡萄牙,2.2,0.8,列支敦士登,0.13,2.8,2023-03-24 03:45,1.01,1.01,25.29,32.85,56.68,64.5,0.26,0.22,1107.31,2129.46,1454.14,3098.65,0.96,0.8,0.89,0.96,0.97,0.97,0.75,5.64,2.09,0.79,5.38,1.5,0.02,6.5,0.8,0.06,6,0.75,0.96,2.5,9,0.95,2.5,9,主胜
1086419,欧洲杯,波黑,1.07,1.2,冰岛,0.87,1.4,2023-03-24 03:45,1.85,1.83,3.46,3.43,4.04,4.52,10.21,9.09,13.88,13.11,31.4,39.28,0.97,0.92,0.85,0.94,0.94,0.94,0.93,2.13,0.92,0.94,2.3,0.85,0.76,2.5,0.53,0.81,2.5,0.61,1.35,2,1.08,1.15,2/2.5,0.93,主胜
1086420,欧洲杯,斯洛伐克,1.4,1,卢森堡,1.07,1.6,2023-03-24 03:45,1.49,1.65,4.21,3.7,6.01,5.45,6.23,18.99,22.68,32.8,65.94,58.66,0.91,0.98,0.91,0.95,0.94,0.94,0.9,2.32,0.93,0.89,2.61,0.89,0.83,2.5,0.7,0.7,2.5/3,0.69,1.05,2/2.5,1.05,1.04,2.5,1.05,平局
1086358,欧洲杯,哈萨克斯坦,0.93,1.73,斯洛文尼亚,1.27,1.33,2023-03-23 23:00,3.7,4.79,3.31,3.41,1.98,1.8,31.73,96.41,14.72,13.95,11.39,21.58,0.81,0.95,0.98,0.95,0.94,0.94,1.1,2.3,0.76,1.02,2.3,0.78,0.98,2.5,0.54,0.88,2.5,0.54,1.3,2/2.5,0.86,1.3,2/2.5,0.91,客胜
1086216,友谊赛,新西兰,0.73,1.13,中国,1.2,1.53,2023-03-23 14:00,1.76,1.7,3.42,3.41,4.57,5.14,48.81,5.16,20.53,10.81,131,43.51,0.96,0.93,0.85,0.93,0.93,0.93,0.88,2.06,0.97,1,2.31,0.81,0.4,2.5,0.53,0.89,2.5,0.6,1.38,1.5,1.6,1.2,2/2.5,0.93,平局
1047077,英乙,曼斯菲尔德,1.73,1.2,格林斯比,1.2,1.47,2023-03-23 03:45,1.9,1.85,3.36,3.42,3.81,4.09,20.28,28.7,11.85,14.43,62.42,66.23,0.96,0.9,0.87,0.93,0.93,0.93,0.88,2.27,0.96,0.97,2.47,0.8,0.33,2.5,0.67,0.74,2.5,0.7,1.1,1.5,1.9,1.05,2/2.5,1,平局
1086182,友谊赛,爱尔兰,1.6,0.8,拉脱维亚,1.33,0.8,2023-03-23 03:45,1.25,1.18,5.21,6.35,10.87,15.82,3.58,3.16,33.84,46.78,101.04,202.79,0.92,0.96,0.91,0.93,0.94,0.94,0.88,2.69,0.94,0.89,2.67,0.9,0.64,2.5/3,0.8,0.67,2.5/3,0.83,1.02,2.5,1.12,1.03,2.5,1.05,主胜
1073016,阿甲,萨斯菲尔德,1.2,0.87,科尔多瓦中央SDE,1,1.2,2023-03-22 08:00,1.7,1.78,3.43,3.22,4.92,4.95,13.68,11.05,21.55,20.95,55.57,55.94,0.91,0.95,0.94,0.93,0.93,0.93,1,2.06,0.87,1.07,2.31,0.76,0.47,2.5,0.5,0.87,2.5,0.57,1.5,1.5,1.4,1.3,2/2.5,0.88,主胜
1046593,英甲,巴恩斯利,1.87,1,谢菲尔德星期三,1.8,0.53,2023-03-22 04:00,2.82,2.85,3.19,3.05,2.4,2.51,11.27,12.45,7.93,9.09,10.56,8.62,0.93,0.95,0.9,0.93,0.93,0.93,0.91,2.02,1.28,0.94,2.44,0.83,0.03,2.5,0.53,0.76,2.5,0.68,1.45,0.5,7.25,1.06,2/2.5,1.03,主胜
1042310,苏冠,邓迪FC,1.67,1,艾尔联,1.53,1.07,2023-03-22 03:45,1.83,1.82,3.53,3.72,3.73,3.68,8.88,11.38,9.08,12.38,19.72,33.95,0.97,0.87,0.84,0.92,0.92,0.92,0.78,2.63,1.11,0.83,2.54,0.94,0.2,2.5/3,0.9,0.79,2.5/3,0.86,0.9,1.5,2.75,0.94,2.5,1,主胜
1046557,英甲,阿克灵顿,0.53,1.53,普利茅斯,1.67,1.13,2023-03-22 03:45,3.39,4.8,3.4,3.84,2.06,1.65,57.23,58.63,11.26,17.11,231.26,24.6,0.67,0.82,1.16,0.93,0.93,0.93,0.79,2.45,1.1,0.9,2.52,0.88,0.25,2.5/3,0.79,0.8,2.5/3,0.63,1.09,1.5,2.6,1.25,2/2.5,1,客胜
1047121,英乙,吉灵汉姆,1.07,0.87,克鲁,1,1.2,2023-03-22 03:45,1.76,1.64,3.55,3.56,5.07,5.89,145.72,193.22,490.83,205.35,1534.36,412.89,0.98,0.96,0.88,0.94,0.94,0.94,0.9,2.08,0.95,0.91,2.61,0.88,0.43,2.5,0.53,0.53,3.5,0.61,1.38,1.5,1.5,1.2,2/2.5,1.38,主胜
1047132,英乙,克劳利,1.07,1.87,唐卡斯特,1,1.47,2023-03-22 03:45,2.78,2.28,3.25,3.26,2.37,3.04,15.96,64.72,10.41,7.72,9.01,74.5,1.08,0.91,0.79,0.93,0.93,0.93,0.85,2.3,0.99,0.97,2.5,0.79,0.33,2.5,0.7,0.88,2.5,0.72,1.08,1.5,1.9,1.02,2.5,0.85,平局
1047143,英乙,布拉德福德,1.27,0.73,卡利斯尔联,1.73,0.8,2023-03-22 03:45,2.41,2.42,3.2,3,2.94,3.01,194.82,14.97,8.64,9.38,194.58,28.84,0.95,0.98,0.89,0.93,0.93,0.93,0.91,2.08,0.94,0.92,2.31,0.87,0.43,2.5,0.53,0.74,2.5,0.65,1.38,1.5,1.5,1.1,2/2.5,1.02,平局
1042085,德甲,勒沃库森,2,1.27,拜仁慕尼黑,2.73,1.13,2023-03-20 00:30,4.69,4.66,4.58,4.43,1.59,1.64,19.88,21.98,19.87,11.66,5.04,7.26,0.94,0.98,0.93,0.95,0.96,0.95,0.91,3.19,0.98,0.8,3.19,1.07,0.44,3.5,0.73,0.4,3.5,0.75,1.05,2.5,1.63,1,2.5,1.75,主胜
1045885,俄超,莫斯科中央陆军,1.27,1,圣彼得堡泽尼特,2.2,0.6,2023-03-20 00:30,3.51,3.28,3.55,3.19,1.95,2.22,44.04,32.77,33.13,32.48,13.06,36.65,1.01,1.03,0.82,0.94,0.94,0.93,0.92,2.16,0.94,0.84,2.66,0.99,0.65,2.5,0.69,0.76,2.5/3,0.8,1.13,2,1.13,1.02,2.5,1.06,主胜
1084574,英足总杯,曼彻斯特联,2.07,1.07,富勒姆,1.27,0.93,2023-03-20 00:30,1.49,1.42,4.3,4.8,5.85,6.84,8.34,6.82,11.22,21.78,38.18,73.65,1,0.83,0.78,0.95,0.93,0.94,0.91,3,0.95,0.83,2.72,1,0.53,3.5,0.56,0.57,3/3.5,0.82,1.3,2.5,1.37,0.97,2.5,1.25,主胜
1041457,法甲,巴黎圣日尔曼,2.33,1.47,雷恩,1.13,1.07,2023-03-20 00:05,1.51,1.49,4.48,4.65,5.65,6.04,9.95,4.41,24.96,13.98,59.12,32.33,0.95,0.93,0.92,0.95,0.95,0.95,0.92,3,0.95,0.89,2.94,0.96,0.53,3.5,0.55,0.52,3.5,0.6,1.35,2.5,1.37,1.3,2.5,1.35,客胜
1040245,荷甲,维迪斯,1.07,1.6,PSV埃因霍温,2.27,1.07,2023-03-19 23:45,4.44,5.55,3.88,4.32,1.68,1.53,21.79,58.96,15.59,24.67,12.3,15,0.78,0.85,1.02,0.94,0.94,0.94,0.82,2.75,1.03,0.84,2.69,0.98,0.6,3.5,0.53,0.59,2.5/3,0.83,1.33,2.5,1.2,0.95,2.5,1.2,平局
1042792,瑞士超,年轻人,2.53,0.87,巴塞尔,1.73,1.53,2023-03-19 23:30,1.73,1.63,3.83,3.99,4.04,4.72,10.71,8.92,13.28,22.21,28.37,40.47,0.99,0.89,0.79,0.93,0.93,0.93,0.87,2.96,1.01,0.94,3.05,0.91,0.5,3.5,0.55,0.53,3.5,0.6,1.35,2.5,1.4,1.25,2.5,1.38,主胜
1050419,葡超,卡萨匹亚,0.73,1.13,马里迪莫,0.6,1.8,2023-03-19 23:30,1.86,2.05,3.39,3.15,4.05,3.77,14.1,13.22,20.36,11.38,56.65,26,0.85,1,1,0.93,0.93,0.93,1.01,2.13,0.86,1.02,2.42,0.8,0.7,2.5,0.5,0.83,2.5,0.59,1.45,2,1.01,1.2,2/2.5,0.97,主胜
1043641,西甲,奥萨苏纳,0.67,0.87,比利亚雷亚尔,1.47,1.33,2023-03-19 23:15,2.94,2.97,3.15,3.14,2.45,2.5,7.41,5.01,10.95,5.47,6.71,5.89,0.94,0.95,0.93,0.95,0.95,0.95,1.08,2.31,0.79,1.04,2.31,0.8,0.97,2.5,0.57,0.83,2.5,0.57,1.25,2/2.5,0.88,1.25,2/2.5,0.97,客胜
1043643,西甲,皇家社会,0.93,0.67,埃尔切,1,1.6,2023-03-19 23:15,1.32,1.39,4.92,4.51,9.6,8.73,3.8,7.09,33.17,12.35,79.17,41.37,0.9,1.03,1.04,0.95,0.95,0.95,0.95,2.39,0.9,0.86,2.5,0.96,0.8,2.5,0.7,0.75,2.5,0.83,1.12,2/2.5,1.09,0.96,2.5,1.04,主胜
1042092,德甲,柏林联合,1.53,1.13,法兰克福,1.73,1.33,2023-03-19 22:30,2.3,2.4,3.23,3.08,3.14,3.21,6.41,8.72,8.94,6.78,13.81,14.39,0.9,1,0.94,0.95,0.95,0.95,1.07,2.13,0.83,1.03,2.34,0.81,0.86,2.5,0.5,0.84,2.5,0.61,1.5,2,0.96,1.19,2/2.5,0.93,主胜
1084573,英足总杯,布赖顿,2.07,0.93,格林斯比,1.27,1.13,2023-03-19 22:15,1.16,1.06,7.24,13.31,14.56,29.9,10.41,6.38,39.55,431.36,71.88,675.11,1.04,0.51,0.44,0.95,0.95,0.95,0.79,3.64,1.19,0.81,3.25,1.05,0.22,4,0.84,0.4,3.5,0.73,1.06,2.5,2.8,1,2.5,1.8,主胜
1039358,英超,阿森纳,1.87,1,水晶宫,0.6,1.27,2023-03-19 22:00,1.29,1.26,5.31,5.79,10.05,11.56,9.77,3.93,26.48,20.52,99.24,70.26,0.98,0.87,0.82,0.95,0.95,0.95,0.82,2.69,1.05,0.88,2.66,0.96,0.56,2.5/3,0.97,0.64,2.5/3,0.81,0.91,2.5,1.27,1.01,2.5,1.12,主胜
1041455,法甲,蒙彼利埃,1.47,1.4,克莱蒙,0.47,1.07,2023-03-19 22:00,2.04,1.82,3.3,3.53,3.71,4.5,26.23,6.66,15.89,10.24,40.49,21.49,1.06,0.89,0.78,0.95,0.94,0.95,0.96,2.31,0.88,0.99,2.31,0.84,0.87,2.5,0.61,0.82,2.5,0.6,1.2,2/2.5,1,1.2,2/2.5,0.99,主胜
1041456,法甲,尼斯,1.67,0.6,洛里昂,1.47,1.13,2023-03-19 22:00,1.61,1.63,3.88,3.87,5.43,5.49,5.51,4.09,13.97,10.21,20.36,19.44,0.93,0.95,0.96,0.95,0.95,0.95,0.99,2.47,0.84,0.95,2.47,0.86,0.83,2.5,0.7,0.83,2.5,0.73,1.11,2/2.5,1.06,1.07,2/2.5,1.05,平局
1041459,法甲,斯特拉斯堡,1.2,1.67,欧塞尔,1.13,1.53,2023-03-19 22:00,2.04,2.01,3.34,3.28,3.65,3.95,7.68,5.12,13.27,7.49,20.4,19.84,0.94,0.97,0.91,0.93,0.98,0.96,1.11,2.31,0.76,0.91,2.31,0.91,1,2.5,0.57,0.75,2.5,0.66,1.3,2/2.5,0.85,1.1,2/2.5,1.03,主胜
1044480,意甲,佛罗伦萨,1.67,0.87,莱切,1.07,1.13,2023-03-19 22:00,1.58,1.59,3.84,3.79,5.91,6.11,13.12,4.61,18.09,9.68,65.65,21.87,0.94,0.95,0.92,0.95,0.95,0.94,1.01,2.31,0.85,0.9,2.31,0.92,0.9,2.5,0.6,0.79,2.5,0.67,1.2,2/2.5,0.98,1.1,2/2.5,1.05,主胜
1044487,意甲,都灵,1.2,1,那不勒斯,2.07,0.67,2023-03-19 22:00,4.77,4.84,3.59,3.43,1.74,1.8,62.59,17.61,17.64,8.38,15.13,7.86,0.96,1.02,0.9,0.98,0.93,0.96,1.11,2.3,0.77,0.96,2.38,0.87,0.78,2.5,0.57,0.79,2.5,0.65,1.3,2,1.16,1.1,2/2.5,1.05,客胜
1040238,荷甲,阿贾克斯,2.13,0.67,费耶诺德,2.27,0.93,2023-03-19 21:30,1.71,1.77,3.94,3.82,4.19,4.18,6.42,8.19,16.77,14.75,18.94,27.06,0.94,0.91,0.92,0.94,0.94,0.94,0.9,2.75,0.94,0.87,2.94,0.97,0.65,3.5,0.5,0.53,3.5,0.53,1.4,2.5,1.1,1.33,2.5,1.35,客胜
1045888,俄超,苏维埃之翼,1.4,1.53,格罗兹尼捷列克,1.47,1.53,2023-03-19 21:30,2.01,2.03,3.51,3.47,3.38,3.41,16.63,7.45,21.24,8.88,122.17,24.68,0.92,0.94,0.92,0.93,0.93,0.93,0.87,2.5,0.98,0.87,2.52,0.96,0.81,2.5,0.88,0.81,2.5/3,0.81,0.93,2.5,1.04,0.98,2.5,1.06,客胜
1043638,西甲,皇家贝蒂斯,1.53,1.47,马洛卡,0.73,1.07,2023-03-19 21:00,1.86,1.93,3.25,3.16,4.53,4.54,9.32,8.62,13.67,6.95,29.01,18.73,0.96,0.95,0.89,0.95,0.95,0.95,1.07,2.06,0.84,0.99,2.13,0.87,0.5,2.5,0.44,0.75,2.5,0.5,1.63,1.5,1.5,1.45,2,1.05,主胜
1041783,德乙,罗斯托克,1,1.13,杜塞尔多夫,1.67,1.6,2023-03-19 20:30,3.04,3.22,3.31,3.24,2.24,2.22,12.37,15.81,18.7,11.37,7.16,8.69,0.9,0.96,0.92,0.93,0.93,0.94,0.99,2.48,0.83,0.91,2.55,0.89,0.8,2.5,0.7,0.75,2.5/3,0.67,1.06,2/2.5,0.91,1.07,2.5,1.06,客胜
1041786,德乙,桑德豪森,1.07,2,圣保利,1.4,0.8,2023-03-19 20:30,3.59,3.98,3.44,3.47,1.97,1.89,38.74,20.05,15.39,12.15,20.32,7.45,0.87,0.92,0.96,0.94,0.93,0.94,0.96,2.5,0.86,0.9,2.52,0.9,0.85,2.5,0.73,0.8,2.5/3,0.64,1,2.5,0.93,1.05,2.5,1.03,客胜
1044026,比甲,安特卫普,1.8,0.53,沙勒罗瓦,1,1.13,2023-03-19 20:30,1.73,1.71,3.73,3.73,4.29,4.53,11.49,6.18,14.01,9.83,24.68,25.14,0.94,0.93,0.88,0.93,0.93,0.93,0.85,2.52,0.97,0.86,2.53,0.93,0.7,2.5/3,0.72,0.67,2.5/3,0.72,0.98,2.5,1.04,1,2.5,1.07,客胜
1048605,英冠,斯旺西,1.33,1.67,布里斯托尔城,1.2,0.93,2023-03-19 20:30,2.14,2,3.26,3.38,3.3,3.62,32.59,12.5,16.33,11.68,40.8,27.74,0.95,0.91,0.9,0.93,0.93,0.93,0.95,2.44,0.93,0.93,2.38,0.89,0.3,2.5,0.73,0.74,2.5,0.67,1.06,1.5,2.2,1.1,2/2.5,1.07,主胜
1041452,法甲,阿雅克肖,0.6,1.8,摩纳哥,2.2,1.53,2023-03-19 20:00,4.59,6.09,3.64,3.81,1.74,1.6,16.17,67.88,14.56,9.29,7.7,12.11,0.84,0.94,0.98,0.95,0.95,0.95,0.94,2.31,0.9,0.96,2.48,0.85,0.85,2.5,0.67,0.84,2.5,0.73,1.1,2/2.5,1.02,1.03,2/2.5,0.94,客胜
1084572,英足总杯,谢菲尔德联,1.53,0.93,布莱克本,1.2,1,2023-03-19 20:00,1.66,1.64,3.72,3.78,4.87,5.31,11.32,4.09,22.38,10.4,33.4,26.57,0.95,0.93,0.89,0.94,0.94,0.94,0.94,2.47,0.89,0.88,2.5,0.92,0.82,2.5,0.8,0.8,2.5,0.81,1.08,2/2.5,1.05,0.94,2.5,1,主胜
1044485,意甲,桑普多利亚,1.07,1.47,维罗纳,0.67,0.87,2023-03-19 19:30,2.8,2.94,3.08,3.03,2.61,2.6,10.41,6.65,9.63,6.82,15.99,5.69,0.89,0.94,0.98,0.94,0.96,0.95,1.02,2.13,0.88,1.03,2.23,0.82,0.83,2.5,0.46,0.72,2.5,0.46,1.5,2,1.05,1.5,2,1.09,主胜
1040758,荷乙,芬洛,1.8,1.07,罗达JC,1,1.2,2023-03-19 19:15,2.25,2.18,3.3,3.37,2.89,3.01,6.63,6.98,6.78,9.4,8.59,14.89,0.92,0.91,0.91,0.92,0.92,0.92,0.88,2.61,0.92,0.84,2.53,0.93,0.68,2.5/3,0.82,0.68,2.5/3,0.85,1.05,2.5,1.05,1.03,2.5,1.05,平局
1045887,俄超,希姆基,1,2.47,罗斯托夫,1.4,1.53,2023-03-19 19:00,3.51,3.24,3.52,3.5,1.95,2.08,64.09,30.35,16.26,12.35,11.74,32.23,1.04,0.95,0.84,0.95,0.92,0.93,0.96,2.7,0.89,0.95,2.64,0.88,0.71,2.5/3,0.85,0.8,2.5/3,0.76,1.05,2.5,1.01,1.09,2.5,1.03,客胜
1078413,K1联赛,蔚山现代,1.27,0.93,水原FC,1.27,1.6,2023-03-19 15:30,1.53,1.47,4.01,4.1,5.26,6.09,8.59,6.99,16.08,15.28,35.88,74.3,0.92,0.93,0.88,0.92,0.92,0.92,0.83,2.5,0.99,0.84,2.63,0.95,0.71,2.5,0.9,0.7,2.5/3,0.73,0.89,2.5,1.06,0.98,2.5,1.11,主胜
1059022,澳超,墨尔本胜利,1.2,1.47,中央海岸水手,1.87,1.33,2023-03-19 14:00,2.15,2.31,3.47,3.55,3.01,2.79,5.02,9.76,15.03,10.8,20.23,16.75,0.88,0.91,1,0.93,0.93,0.93,0.81,2.73,1.06,0.79,2.69,1.03,0.55,3,0.78,0.58,2.5/3,0.87,1.13,2.5,1.3,0.89,2.5,1.22,主胜
1077153,日职,福冈黄蜂,1.13,1.07,湘南海洋,1.33,1,2023-03-19 13:00,2.41,2.86,3.06,2.91,2.93,2.59,46.08,22.87,15.77,9.09,94.14,10.24,0.79,0.96,1.04,0.93,0.93,0.92,0.98,1.88,0.92,1.05,2.17,0.81,0.6,2.5,0.4,0.82,2.5,0.42,1.65,1.5,1.3,1.65,2,1.08,主胜
1077154,日职,广岛三箭,1.4,1.27,柏太阳神,1.07,1.93,2023-03-19 13:00,1.77,1.61,3.5,3.74,4.28,5.28,51.72,11.33,22.74,18.79,62.77,56.78,1.02,0.87,0.75,0.93,0.93,0.93,0.99,2.5,0.85,1,2.5,0.82,0.84,2.5,0.8,0.85,2.5,0.73,1.04,2.5,0.9,1.09,2.5,1,主胜
1077460,日职乙,秋田蓝色闪电,1,0.53,水户蜀葵,0.8,1.2,2023-03-19 13:00,2.54,2.78,3.05,2.98,2.68,2.55,60.53,18.91,12.26,7.75,41.96,9.96,0.84,0.94,0.97,0.92,0.92,0.92,1.02,1.85,0.87,1.05,2.27,0.79,0.65,2.5,0.36,0.71,2.5,0.45,1.87,1.5,1.1,1.55,2,1.08,平局
1077462,日职乙,班迪特斯磐城,1.8,0.93,德岛漩涡,1.27,1.07,2023-03-19 13:00,2.28,2.04,3.17,3.22,2.96,3.49,92.52,12.73,9.39,9.72,47.19,44.2,1.03,0.91,0.78,0.92,0.92,0.92,1.01,2.3,0.83,0.95,2.3,0.87,0.86,2.5,0.6,0.76,2.5,0.6,1.2,2/2.5,0.92,1.19,2/2.5,1,主胜
1077468,日职乙,大分三神,1.47,1.07,千叶市原,1,1.07,2023-03-19 13:00,2.08,2.04,3.14,3.1,3.36,3.6,9.76,7.7,12.58,7.9,18.57,18.01,0.93,0.93,0.85,0.92,0.92,0.92,1.02,2.1,0.85,0.94,2.25,0.89,0.78,2.5,0.49,0.78,2.5,0.49,1.45,2,0.98,1.43,2,1.07,主胜
1078411,K1联赛,大邱FC,1.53,1.67,全北现代,1.73,1.2,2023-03-19 13:00,3.21,3.45,3.31,3.34,2.08,2.01,25.56,16.54,11.59,8.93,29.72,8,0.86,0.91,0.95,0.92,0.92,0.92,1,2.5,0.83,0.9,2.44,0.9,0.87,2.5,0.75,0.78,2.5,0.73,1.06,2.5,0.87,1,2/2.5,1.06,主胜
1073327,美职联,圣路易斯城,2.67,1.33,圣何塞地震,1.27,1.73,2023-03-19 08:30,1.85,1.96,3.69,3.55,3.71,3.57,6.9,28.9,22.48,15.45,42.23,43.82,0.88,0.97,0.97,0.94,0.93,0.93,0.91,2.65,0.92,0.84,2.7,0.98,0.68,2.5/3,0.82,0.61,2.5/3,0.83,1.07,2.5,1.07,0.97,2.5,1.15,主胜
1073329,美职联,芝加哥火焰,1.27,1.53,辛辛那提FC,2,1,2023-03-19 08:30,2.36,2.57,3.42,3.23,2.75,2.67,24.17,14.65,13.18,17.06,40.06,10.94,0.86,0.99,0.96,0.93,0.93,0.93,0.91,2.37,0.93,0.88,2.65,0.94,0.8,2.5,0.74,0.67,2.5/3,0.8,1.19,2/2.5,1.08,1.05,2.5,1.1,平局
1073330,美职联,达拉斯FC,1.13,1.07,堪萨斯城竞技,1.93,1.13,2023-03-19 08:30,1.81,2.03,3.61,3.4,4,3.5,15.94,8.9,17.94,11.69,82.81,24.13,0.83,0.99,1.07,0.93,0.93,0.93,0.92,2.5,0.91,0.85,2.53,0.97,0.82,2.5,0.78,0.75,2.5/3,0.79,0.98,2.5,0.97,0.96,2.5,1.06,主胜
1073332,美职联,新英格兰革命,1.13,1.53,纳什维尔,1.87,0.73,2023-03-19 07:30,2.16,2.35,3.31,3.19,3.19,3.01,15.79,11.3,15.09,10.05,33.58,15.63,0.86,0.96,0.99,0.93,0.93,0.93,0.95,2.32,0.9,0.97,2.47,0.85,0.86,2.5,0.64,0.73,2.5,0.66,1.12,2/2.5,1.01,1.08,2/2.5,1.08,主胜
1073334,美职联,亚特兰大联,1.73,1.73,波特兰伐木工,1.27,1.53,2023-03-19 07:30,1.81,1.55,3.7,4.28,3.91,5.31,26.18,22.86,21.03,26.21,30.46,58.41,1.1,0.81,0.68,0.94,0.94,0.94,0.93,2.97,0.93,0.88,2.75,0.95,0.52,3.5,0.5,0.57,3,0.74,1.4,2.5,1.35,1.06,2.5,1.25,主胜
1073336,美职联,纽约红牛,1.07,1,哥伦布机员,1.47,1.47,2023-03-19 07:30,1.8,1.81,3.46,3.31,4.23,4.63,6.29,8.04,15.88,11.21,33.08,33.67,0.93,0.95,0.88,0.93,0.93,0.93,0.96,2.15,0.91,0.85,2.38,0.98,0.77,2.5,0.53,0.75,2.5,0.66,1.3,2,1.11,1.08,2/2.5,1.06,主胜
1073337,美职联,蒙特利尔冲击,1.73,1.27,费城联合,1.73,0.87,2023-03-19 07:30,2.43,2.72,3.39,3.39,2.67,2.45,7.77,20.77,12.28,11.08,10.52,16.22,0.89,0.93,0.96,0.94,0.93,0.93,0.94,2.68,0.89,0.92,2.63,0.9,0.7,2.5/3,0.82,0.73,2.5/3,0.78,1.04,2.5,1.05,1.1,2.5,1.02,主胜
1073009,阿甲,阿根廷独立,1,1,科隆竞技,0.93,1.4,2023-03-19 06:00,2.07,2.09,3.02,3.12,3.7,3.62,10.32,11.1,11.56,11.53,19.31,40.51,0.92,0.9,0.95,0.93,0.93,0.93,1.03,2.23,0.83,1,2.14,0.84,0.38,2.5,0.53,0.72,2.5,0.5,1.3,1.5,1.7,1.5,2,1.05,平局
1040246,荷甲,瓦尔韦克,1.2,1.67,奈梅亨,1.8,1,2023-03-19 04:00,2.29,2.73,3.45,3.39,2.91,2.46,38.1,19.66,21.19,9.92,74.93,18.75,0.79,0.95,1.11,0.94,0.94,0.94,0.84,2.52,0.98,0.89,2.67,0.93,0.7,2.5/3,0.78,0.67,2.5/3,0.74,0.92,2.5,1.05,1.04,2.5,1.1,客胜
1041453,法甲,朗斯,1.67,1,昂热,0.53,1.8,2023-03-19 04:00,1.31,1.21,5.22,6.81,9.42,12.46,5.51,6.82,14.91,67.14,33.47,87,1.02,0.73,0.73,0.95,0.94,0.95,0.9,3.19,0.98,0.86,2.69,0.96,0.4,3.5,0.66,0.62,2.5/3,0.82,1.1,2.5,1.75,1.06,2.5,1.15,主胜
1043636,西甲,马德里竞技,1.73,0.47,巴伦西亚,1,1.13,2023-03-19 04:00,1.63,1.52,3.68,4.02,5.61,7.01,10.06,7.45,10.5,13.38,46.5,54.09,1,0.89,0.82,0.95,0.96,0.95,1.01,2.31,0.85,0.98,2.31,0.85,0.84,2.5,0.6,0.81,2.5,0.6,1.2,2/2.5,0.96,1.2,2/2.5,0.96,主胜
1073338,美职联,西雅图海湾人,1.53,1.4,洛杉矶FC,2,1.33,2023-03-19 04:00,2.44,2.21,3.49,3.48,2.64,3.02,78.06,18.73,15.37,12.61,69.19,22,1.04,0.93,0.81,0.94,0.93,0.93,0.91,2.7,0.93,0.87,2.7,0.96,0.66,2.5/3,0.84,0.66,2.5/3,0.84,1.03,2.5,1.08,0.96,2.5,1.1,平局
1044488,意甲,乌迪内斯,1.07,1.2,AC米兰,1,1.4,2023-03-19 03:45,3.24,3.66,3.36,3.33,2.19,2.09,9.67,22.46,10.46,7.58,7.95,7.45,0.86,0.96,0.98,0.95,0.95,0.95,0.95,2.33,0.91,0.97,2.5,0.85,0.87,2.5,0.67,0.85,2.5,0.72,1.1,2/2.5,1.01,1.06,2.5,0.94,主胜
1041780,德乙,达姆施塔特,1.53,0.8,凯泽斯劳滕,1.73,1.07,2023-03-19 03:30,1.91,1.9,3.5,3.46,3.76,3.92,34.82,8.96,13.77,11.7,70.03,23.32,0.97,0.93,0.85,0.94,0.93,0.93,0.93,2.5,0.89,0.88,2.59,0.93,0.85,2.5,0.8,0.65,2.5/3,0.75,0.99,2.5,0.97,1.12,2.5,1.2,主胜
